address,allocation
0xe618e49363aad1f000cc3998168c319020e7be57,0.0574%
0x9afc8bf27d746cb6b864ed1289389693f948957a,0.1426%
0xece56694505e1fadfaf16cc53306ea45f76c3a14,0.0567%
0xfdd9136476a2121a5341566d2f25916ad344688d,0.0791%
0x3ef02b7922978a1200936de10e23c21499d795be,0.0681%
0x7f8cd6a535072ac099623a879cf93cbdaa4f513d,0.1469%
0x1efa3e5958a2df3840e3c2af877633fae10d83cc,0.0567%
0x11a698a6a60c0bb96ef7b8f4ede6ad8397b9ae9e,0.0848%
0x6dd7a2948b38bde6bd4503f8ef1ed71c700adb78,0.0905%
0x6839fe55fb21f95bec22491921bdab488a88f433,0.0848%
0x920ee08483ab444f264b0a312a64af209fc2b5de,0.0736%
0x71003e485e0203e5a7a3ee4abcc9629dcbb4c3c5,0.0341%
0xa57326edec0cabd53b3e3603b2106e7329037e3f,0.0453%
0xeca3be0887f8cbc9a8ef2c5d3e4b0b1ebafcab5f,0.0566%
0xbf90fa156c566d0c32996dacbca0f79f8f0478a0,0.0510%
0x54c1cdc8af0502c79a6ad819a9ad4eb0682cdd99,0.0736%
0x92b39e4c14a00a3fb4f0a347237b35236684b458,0.1188%
0x8bcaf06315f439fdd50dd6fd0cd8cd00b301d536,0.0904%
0x794c94f1b5e455c1dba27bb28c6085db0fe544f9,0.0678%
0x2210b38ac0b2db2c75e7979f469982cf744e03ec,0.0509%
0x4db3ff0a180f6fb57e8ff3a6a184a29d6ea39d5a,0.0624%
0x3d8a6503407f0527c41db462802409fcb7049810,0.0510%
0xef532911656c39c6bc23fbabd05f816055949cf7,0.1194%
0xa18ea553d5773c7657fa13ddd60fbf07661e580e,0.0058%
0x738c5eb7016be88bac068ea68b3761f4cb8e21c7,0.0622%
0xe20b4c1d912671bf9c86c1a13df373f4f9517fe4,0.0058%
0x0f9f624e31618db861fab3e03c5c0ab994956ab4,0.0340%
0x5aca8d6ef53678cbd234911523362fd7ef37d550,0.0792%
0xb15e6ccc1ca878f4a8627bf4fb69c9a8ccd6df35,0.1469%
0xd381932ef72fca51a6a23ffdd3b5e344f63e2b89,0.1194%
0xfb28c03a6e7da302b57f7205610ff03b80cdf38e,0.0058%
0x3e67921673d97ce6968598e59c0a4c84240ce606,0.0058%
0x1f68198c30b3ed235ea6d071010ffa65624453df,0.0340%
0x6ea1881e0f0f126aa9c8bb33eb893b197bb9be31,0.0734%
0x74e30a2a30733d9ee332f8c8c73fe28034404c4d,0.0565%
0x3bb3d4d7973a8acce7739757613961188b877f02,0.0453%
0x08ec41fdcb5f9cd49a2a9d76bbeef952a5d5739d,0.0679%
0xdeb069cc3b7fc6336c923e4bced39cf151b26820,0.0682%
0x7e179c1a722064e6ecd0f3c6f36256ca95f8989a,0.1526%
0x58fd7e37d15b2e09cceea7be4dee79020b1d5af1,0.1079%
0xcd84c7548b2f2c0367e75ea552f1ebda12f91086,0.0680%
0x5c5dcc5dfaf08cfa28a742dc9deeb4c2efce1c36,0.0791%
0x038bf47b6d00a91c9bbdecf00f46d9192658eb49,0.0852%
0xcef87676b7dfd1538e8c0da209af820dd057374e,0.1536%
0x99014f787fa9b21112194e9c8c0a3e4a22d33670,0.0114%
0x2bfb71ad67f2edfc21c3818e18c0e708222b0671,0.1130%
0xa111d43246276420bb78278da345ba1711cc3f28,0.0904%
0x316eef7088c434f8db78ffecf312f60e3a710879,0.0226%
0xeaeef946e48a22d2dec61ddccf27e34b25b9d42b,0.0283%
0x329a439dc9ee46a8fb4a3f4a84aac9d6f5277950,0.1473%
0x6daf44808c1d82ef6dfe7b07d4cfabb3b439d077,0.0847%
0xf5b3e05fef911c1302adc134bbc25995f9da41bc,0.1525%
0xfd079393609b50a07c46a4f58daa097b883875fe,0.0340%
0x62cfb1876755f124813efdd6f4f43b12236179c3,0.0791%
0x18df4b145f074d63efa24dbd61dd00da2cdb3697,0.1130%
0xa8c8ad0101dff2ffd005f4d3163d59586482efe8,0.0057%
0x1aed500c60ca04e5c8a9753f23e79720633a3bb4,0.0850%
0xd3e5f23436f2f372d040730a0527de18b674beee,0.0793%
0xafb78118b006d56265199fb04a81d921fbb06304,0.0452%
0x87448916c591c4c7340054bc741c51935439a653,0.1477%
0xf2263976b5d08efb669cb222206987f122ca0c50,0.0737%
0x7e89adc861ca2ea9a054d03bb09056ade3cce260,0.0283%
0x08d65509e9b83c7ee99a871e13b34575bb6cd16a,0.0962%
0x1b209e4710c04a6cfc11a0d4dd91e8012cd5e892,0.1244%
0xae53c1e1cee03d9a6142464a9f2f6f9e25c6160c,0.1132%
0xdf974829f6d977370b21e065ae445390cb9d010c,0.0565%
0x651939523729ff115ac7632f27a11f29729849e1,0.1414%
0xaea9cf8fb4b76e98e4d183a83e4978cb4ac72b01,0.0794%
0xe8d136ad29b06a27c04f3488c7c419f6f6f42065,0.0565%
0x51c17396dfec70fbc2dbe7dcb9a0760b28b7fa4f,0.0565%
0xb3643a5803eb917ae0bb40c6d3932e17558eee39,0.0568%
0x61a95082f763ad1c6d2891b66ff00de384918b15,0.0170%
0x91297041a56b93f66ebd70b33c501b98f890a6b6,0.0792%
0xa4aa454ae4fd3dfa0fa01518b22f260e7e76b56f,0.0678%
0x30b26e3076638d93392c15d7e7d1690bf72ad109,0.0170%
0x4f1955b9719b6c4bb9fbbaca3f0a2bd545a4f2bf,0.0848%
0x0fbfda03999b8320b292e7d5289728c01ed8de44,0.0621%
0xee46358c95d7995efc34260d34dfbe0a2fe23a5e,0.0680%
0x619dba6a9494fea1f551810882d7bce91e374ae0,0.0679%
0xdaa971e1d19f87243948a75428efcfb8318d2510,0.0170%
0x78915b5e94ca93df5c87fe57b86d30fca518e608,0.0847%
0xfb26120b9e62dd6e98c185a0aa6b2ba09aa8ff4f,0.0113%
0xc6bc64bc02a1ccda9c3a563a3db7bbdd9ab9812c,0.0170%
0x5ffb184fd6c7c5bd9d171f5ea056dd01c42f2b11,0.0058%
0xd6c32b0ac1bb13c6f53953b433f1a008e4e03b02,0.0622%
0xd51a2f6434cb702e0b0a6cd9e70e33b720d403f3,0.1467%
0x67d20ac8f57bd46ee2582a7e210ed47c738476dc,0.0904%
0xebb8d88fa3172588e2e2d9a703d0f954d6a45704,0.0340%
0xac1676e7344251be2ab774c7e97565432a997e6e,0.0961%
0x32a538d59cb0485f742e296f1f0b192823fea671,0.0170%
0x053414ba7c7dd38a53c3e6760c7001b3802a83b3,0.0566%
0xcfd9733663428e392ab9cfa793c4dac1d0556d18,0.1473%
0x2fcb74a7a5f5ef4ef77466b15e789a318f9cbd0b,0.1525%
0x9c14e10cd2deb455db8abcc933499df0aa404554,0.0847%
0x7acdf8532a4572bacf1e9b242ca2545482786a55,0.0509%
0x78d7c13e759a92a4d873cef7130dcb11c5e6e730,0.0734%
0x4eb4445f332a15baeb5d33172eba8c8f261de80f,0.0508%
0x3fcb28801c72c42ada8440694d77a70606827960,0.0508%
0x463470955c61a54210b5ddcc20847cc325a2ff38,0.0565%
0x42340c9b7569de2db37030a8e8846fb7e71f49b3,0.0624%
0x106b74d9892ceb3ac6de2c8b1141a6e843e8e854,0.0508%
0x49f33458114cee5652bfdefaf57a4b8de8b359bb,0.1133%
0x6fb3c0ff7012f51ed49341ffc283de2ae59ad0b6,0.0059%
0xadacd9e830a8ee866b1099d746b2453eb9661c2c,0.0509%
0x33811d04ce50674ed014f39e9dda944b87563294,0.0508%
0xe44aadc83eba7c738ebc09d3b30da58d49e4b4e5,0.0621%
0x940ec171090e4920f3adb90d52c66ff1dfbe7037,0.0057%
0xb5af252add205e5185e248188234c8c99df679f5,0.0508%
0x3cc511fb48a75855b6f4d795e4b6ebfe08320496,0.0679%
0xc6a0d3c3d306cbb0915013cb6a7c45b89f804703,0.0679%
0x685c62f7af7b6b75ea76fdf1302cb5bd1e4fcddd,0.0170%
0x5f9de9b7ec9f6f6917430cd3d6be4bd3d34b4572,0.0512%
0x02e33788dbc7818b00dbc3c5625dcead48abb792,0.0508%
0xf480cb727bf5ab2f818e5d87d8f3e5f0bc90b448,0.0679%
0xdabedbfe4b6f6fc6f238feb4d2e42ffe6069506a,0.1469%
0xf4bc5d8a1c336b804ee3ec4c1a2a3e1c0dafeb17,0.1193%
0x3094ea2500822117a3518cf76518c4f2ec1f01ca,0.0849%
0x67a8ac311be6ae5c977deb456ecd09ae87d80557,0.0678%
0x538696cc6a0bfe6432a6ce5a38fab1bab85363c9,0.0681%
0x40b32c04c2bdae0f136737c2e03bfd7f63186630,0.0282%
0xdbc426ac95eb2ddb9d01db6b58830a3f141898db,0.1079%
0x95e3e31106fc82bb25fefd2c097c823a588ce144,0.0683%
0xa0259aa335fdd2d06753d4f332d0b9a6fc8cf342,0.1130%
0x8c300be07db669850bf142feae04c54224758a77,0.0688%
0x3e2f18e12fa3de657ce80e603ebd120443d77523,0.1128%
0xf0afbf8a39ceafe2f8496666a9fea3702aff851b,0.1188%
0x72a49a6b896a3c0bbafdc629b485c4124095a9ac,0.0343%
0x874eafdfe998508d79e47ca5d321de11cd438372,0.0677%
0xa3b583470a53aeb2848d9b24d0f385be40cfa127,0.0905%
0x048a40bdac48a78b7250b1782ad2ea16682042fe,0.1074%
0xc3ecfcbef4cefcfa61ad7b1b755adced333bc5a0,0.0113%
0x7d2927a15ef73cd5b97bc825891a259f00f4007f,0.1073%
0x07ed3e8e3ce42087e825011c316e17f0051cc983,0.1413%
0x2079e0bd4746e8f681cb461f85158d3292d5c9fc,0.0508%
0x7d4677d92458b3ee24766d3e85ccb258b3babbbe,0.0452%
0xa417100ddcd35787e6c0598e63db45ef5ecca567,0.1015%
0xa6d11ec344cd0487ddee6418eababd633454be24,0.0452%
0xf986e970408a3632e10e8e836c1276027d2a2f3c,0.1418%
0x6f4dddc32b0ee9a91480169f7e14b8c00d9eea81,0.0395%
0xe8f8c0e4cde143b0d52981b8f2870b459192efac,0.0846%
0xd01d73d9b5bf3ffa59dd5931e81c23036af34591,0.0565%
0xb9b806aa4240d1f7e1570321e390ba2939f4b3f4,0.1015%
0x166d7ebe172fa67eea0abb7bf2bd72a64384c6f0,0.1469%
0xe2b9bb096e6d00a38ea3b6af2f45fb95186fde83,0.0856%
0x3eb44a3531db46a494e08689943a9f2dd9e938db,0.0678%
0x61d34a0bf48e0009995c0e48efbb7c07eeef1391,0.0733%
0x358478363a13baddef47f494015c9ef9fd0c2634,0.0847%
0x72c28ae64fc7f22c8780cc1c16295c34eddb26dd,0.0057%
0x07d3d47c24738c638e02228f3057a83160e03b2f,0.1416%
0x5e39f37b10fd3d55f27aa21f4b82a03bd0ab34a2,0.0058%
0xbbd8ac0323b2c605110bc787147e4654dd8e1414,0.0679%
0xfda9ab3cf3c094ceeab6f5efd1ad52cf32a11cc5,0.0588%
0x4b89ab8d898b8e3c33531dde1bd8dcc6ead955fa,0.0000%
0xf0550405d0d7fcab84a87922f51107186ae6013f,0.0059%
0x40cd787f4b78e6a5161b76a956c1dcd6af8c0daa,0.0790%
0x4a4bbac72a84dc1540bd7343dd09688a4c4e7d65,0.0848%
0xbae5bc70281fc90beb3d475ef312a87a84549315,0.0686%
0x111e318936660aaf49d485c74a77ffccb997d030,0.0508%
0xce89a5e0c8d012f03c105714f6b2d9e0d25aee06,0.0680%
0x13c300bbb60c1f72c2e6ded185b0bc329a9347ed,0.0678%
0x8d13272990fd22130ad608862dbe54d64c15f774,0.1471%
0xb9cbe4c2f6400118abda5f3c79fc2295f625fa27,0.0113%
0xdf5095274d3ff869e059973a2f1c7a30ec38b74a,0.0113%
0x00b0d2e834e8f3235929b839654f9b6e8563fc44,0.0113%
0x3e828ff694a09541a293bd0b49eea5e75b15effb,0.0113%
0x5cfa9f6c2b64ad4c1909eacb566e58f99e11a8c6,0.0113%
0x970256a45681a36c4f21e5c9ce100dbe464a0b2f,0.0908%
0x9e63c68D8b60b3f2a729AB1b14Ef87c4BAf07401,0.0908%
